Biochemical,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
Pyrophosphate (PPi),60224.659,1073357.543,383800.6519,412899.0557,49400.8265,482459.6165,144908.9323,184777.1797,473997.0073,83719.6232,757574.2248,1035938.095,16863,64130.1123,79037.6362,488173.2862,589559.5886,629380.5104,533280.2342,170648.8692,120845.7903,312318.2368,258211.6251,164094.735,788934.3186,165767.7632,1025310.354,652521.181,399787.9685,499203.5113,270188.5623,641767.2865,1391492.782,835516.029,798309.8288,1368922.929,374965.7651,8501,1131472.207,1025136.617,1762813.127,765417.2768,682540.8084,2493401.341,1940929.022,1604325.466,2565768.454,1877502.874,3037357.909,2226800.394,2348253.282,1377902.386
Quinolinate,,,,,373993.1483,,234613.2328,241342.8441,,200002.7461,,,,,212764.3436,,192125.4849,226050.4263,,,,319966.3384,259811.5182,269223.4911,234126.7207,,,,379598.0321,,272015.9919,262606.6156,230790.7361,236683.7197,,373649.8063,562689.4915,623069.9127,642560.0082,514826.4238,435243.2088,124864.7575,,,,,,,,,,
Riboflavin (Vitamin B2),100119.381,74409.9678,102656.6815,175334.5716,254567.7901,55316.2275,94858.3439,146245.618,83936.1877,59672.2721,91945.3424,70186.9993,77553.9483,215579.2415,66260.8233,140680.3028,270490.5618,147425.4894,70347.2069,155252.521,313607.7812,164644.3987,200796.4834,143649.57,101656.6103,140249.5523,146629.853,282153.2535,437081.3389,229878.0134,306962.4801,499696.0746,342850.1352,473221.1393,359194.7141,255611.8808,363893.9926,188340.5685,209726.8257,332575.4783,281737.3083,400597.8966,52517.047,,75314.2514,51185.9199,,,62887.6785,,46479.5081,44962.0085
Ribose,3272402.768,495611.2318,663722.6548,598380.041,2142782.92,615742.667,4980545.176,3487015.035,1052988.653,4347770.739,1236405.298,128312,3789513.16,3751166.39,2276344.736,353792.5435,921716.2572,1967657.608,939414.9862,3058888.353,1574326.507,1148856.098,1659947.493,2886271.814,604089.8661,2148030.392,1438835.87,1242333.719,367472,445597.4279,208513,529139.921,1427741.988,858686.7598,279054,280531,440923,666661.5609,411345,511697.9263,608816.9598,320661,,,,,,,,,,
S-Adenosylhomocysteine (SAH),564275.3667,247227.3119,662764.021,287401.2442,716507.0567,583491.8554,1061588.809,728406.8698,421867.03,697335.1669,593493.1087,268715.3244,544489.3124,484727.9971,480025.3276,441739.4969,646491.6658,554044.2624,442186.1371,723492.4619,573037.5881,766163.7268,1033050.521,1074578.832,439330.2564,623229.4211,1037106.386,1247538.038,92892.1499,1052666.524,177943.2654,651023.2247,955642.0072,740344.6387,567006.6992,1124866.774,1622962.802,650687.5218,1490664.887,2082582.551,747491.8251,887714.3534,,,,,,,,,,
S-Adenosylmethionine (SAM),,,68493.5242,,,,,45486.887,,,,,,,,,,,62706.4108,,88078.8548,,89289.329,,,,,56927.0226,,159904.411,,51662.3882,,75286.7937,76686.1511,83082.1284,158599.0814,226584.0503,178227.3334,160166.7949,108097.3049,102887.7495,,,,,94482.3645,,,,162121.9361,
Sarcosine (N-Methylglycine),,,,,,,,,,,,,,,,,,97759,,,,,131439,,75489,110327,74603,,265420,,319154,,2513966.229,846211,924046,475011,,401029,2159396.67,547603,316378,179764,,,,,,,,,,
Serine,35022384.13,7885065.417,11206346.33,14539670.98,22704196.86,12321389.66,35913379.89,17479451.99,13664924.42,20167256.12,28680149.62,9676177.654,30483486.12,36116794.08,18620347.93,13246757.14,40922105.12,32366448.81,10067171.23,28339987.23,23653089.92,30089580.2,25821088.02,23559320.02,25604604.25,23421324.6,23216011.4,37338479.49,23273904.36,17802384.62,18202904.55,35228786.18,42190420.11,27367929.29,27240133.54,18891026.83,31885468.84,27258734.18,19872959.69,18324029,22509904.77,18900192.02,1253665.092,1782978.325,2948412.614,3305747.75,2990991.636,2199191.232,1749603.033,1924961.569,2240122.077,1813482.287
Sorbitol,,,77106,,119341,21854,226327,229358,,,,,,,,,,,37514,,,49400,,82685,,217226.7773,70983,,500446.3933,463174.0619,312062,98785,2934883.546,,146524,508674.7991,312352.1124,,143528,176100,152869,1218067.39,,,,,,,,,,
Spermidine,2040411.315,,86657.9425,,2252179.486,,3425166.044,366160.5818,88714,1813067.652,180534.1974,,1531405.252,977881.0859,513522.4821,62957,355495.2546,123393,531008.6572,785641.6925,522837.6962,123600,1290361.577,194632,113646,378128,,231340,183862,70563,,,,,,,,,,,,,,,,,,,,,,
Spermine,4610982.882,184924.7307,750380.9988,550347.6954,7927384.351,140379,7103850.382,9867988,1112605.31,11482582.22,491096.9686,,6500468.136,5380175.644,2441938.033,249305.1232,635038.2571,154051.9996,2716471.951,1825640.947,1438664.975,202699,2295937.139,1413969.622,247532.9531,780930.792,66339,298423.3561,283767.9563,66997,,69337,56875,,,,,212918.9863,,,,,,,,,,,,,,
Suberate (Octanedioate),,,,,,,,,,,,,,,,,,,,,76208.2369,,,,,,,,,115261.9568,,,70273.9508,137132.5224,,,50643.4007,,85565.1925,79730.1166,,44840.4157,,,,,,,,,,
Succinate,236492,38544.8199,229439,,628647,,706634,153511,58833,853312.1845,,,125027,92083,293505,59264,84491,,83322,,51521,,185145,249823.9247,104506,51158,143441.6843,,438912,108621,274664.3952,,42972,254267,,44525,90248.0965,108112,62778.1743,319992.9182,151491.4417,526100.6347,103329,324943.6591,363793,384445.6509,403351,401418.5563,376352.7223,295977,356727.4867,386978.7548
Sucrose/Maltose,51438.5697,109478.3413,,61520,43325.1885,101959.6331,34965,38829,42912,,60477,,33127.8415,29628,40509,48490,58810.4936,79657,,,,52841.8596,,31678,41334,28684,36398.2684,45639.5089,,93833.6037,88667.6244,106654,2594684.629,68031,106138.0881,91582.4046,56033.4122,108997.5362,271483.4072,59116.5832,90637.8949,,32743,105119.746,163523.8928,106996,168732.82,172723.9328,140587.7476,127216.4114,37698,178781
Tartarate,,,,79578.9315,,,31983.5254,,,,,,,108172.6015,,,21514.7332,22488.5683,,78749.9453,,,,,,,,,,32181.7089,33820.3371,22828.8371,32505.2317,37107.1908,,43835.0325,110938.1974,,89069.1732,,,,20199.7979,,16286.8252,37987.0875,27230.3686,20195.46,,17494.0878,,
Taurine,584293.9141,571195.2962,460243.2585,388902.6614,589320.2994,624254.7121,566405.264,711583.4818,985955.4613,639465.5715,633206.8032,376650.8785,497315.7796,578522.1438,627386.6712,563526.5479,504801.6861,370239.2745,401357.4204,741466.2867,170172.8698,424789.2552,699948.8408,448944.6033,433980.199,404067.2492,378748.0234,526815.6329,389985.0281,141698.5857,47418.1182,345347.5493,211428.6284,156682.8213,270585.5559,831521.3423,121686.1721,206278.5393,241662.3958,164759.1743,234064.5922,391653.585,,,,,,,,,,
Threonine,8363736.461,2115405.148,3108518.417,4008969.01,6663813.358,4053370.67,9035918.482,4674594.307,3428227.165,5611376.604,7900615.491,2944650.192,7391293.457,6978895.228,5175322.322,3829619.486,9306483.176,7751554.986,2812776.532,8008888.339,5874927.919,9232183.045,7822492.939,6838709.575,5789238.531,7402421.074,9608931.828,11077020.23,6803468.988,7429954.014,6029748.546,10925133.43,13893177.28,12552370.94,10439454.35,10220424.53,13984513.48,16104199.57,8628140.678,8455946.92,9124177.708,5711641.585,519017.4229,777389.1717,1513354.016,1425653.366,1331648.763,926855.4881,735997.9215,766402.9014,862526.6396,747196.1965
Thymine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50798,56426,367857.5937,95206.3107,39603,128758.9112,142971.9083,199898.5379,365866.9171,45648,188144.1441,,68829,63275,,,,,,,,,,
Thyroxine,46524.9955,,,61543.1682,35776.046,,,104961.8287,42909.1545,305078.0603,,,,,40123.4011,,45357.4207,,84733.7374,,,,22532.4113,64881.732,20875.174,174645.6448,,20442.1554,,,,,,,,23687.4901,,,,29211.2987,,51154.1826,78558.3076,52015.8815,48579.7431,62514.9966,47441.7754,74484.9495,41182.6675,69075.5495,59272.2977,54039.1773
Topiramate,,,,313849.3829,476599.7451,60983.9264,145584.366,118467.3303,381108.4763,195997.1978,1310482.921,51674887.11,2475698.193,539588.4205,71725.8167,549406.508,898115.805,176704.4941,123760.7941,128339.5,455194.9819,500976.2579,757807.1252,328248.0618,636571.3911,45207.1099,,46536.3181,958505.7152,1143086.591,1201583.363,1349789.109,103990.5983,1559115.094,2210503.491,460461.3103,154521.4666,162345.6201,756872.3956,1145408.365,870886.5984,1505997.42,,,,,,,,,,
"trans-2, 3, 4-Trimethoxycinnamate",,,,,,,,,,,,,,,168225.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,148152.4045,194088.3069,227738.9429,282158.8719,234304.9989,175878.4158,196630.2831,235879.8982,206473.1107,241046.4596
Tryptophan,9072073.609,3936280,6626551.157,6502870.212,9493393.389,4367272.43,9380440.094,8173086.887,4210569.533,10002810.18,9798965.204,5750984.037,8103434.948,8073230.96,6906765.609,6400233.641,12160446,7601598.986,6284475,10643082.62,9347249.537,9863604.61,10354067.2,8310782.269,8075522.122,8593994.916,10617078.14,16401504.15,11451229.41,11953904.8,14960927.46,19716654.83,18581477.21,20342855.5,16997462,13496617,16613452.32,19313770.97,20914945.59,15535049.64,6564697,10584787.54,30907973.53,27944215.78,29630110.09,31319483,29676570.48,31865109.36,30100005.06,29298233.05,26099269.13,29419368.16
Tyrosine,21070238.09,6045585.119,9773566.736,11104690.4,13193480.3,7425790.859,21006043.32,10904616.25,7526413.281,12374835.26,20577397.85,15643866.56,17574361.44,19438549.27,11321541.28,10675860.08,27891947.22,18744799.59,9536780.047,21592016.81,13591837.14,18211594.09,14857867.39,15767412.38,19472345.3,19013018.32,14901397.14,25811395.3,15939706.18,14588814.32,18861813.26,27530316.2,29923532.86,33278255.19,24341192.54,18917868.85,23102502.56,24166086.16,20596745.62,27932137.85,28021232.54,13288194.46,17899425.64,15816848.51,14670703.34,15211590.53,14653718.6,14176885.72,13732598.26,13336108.17,13410953.02,14124479.18
UDP-N-acetylmuraminate (UDP-MurNAc),,,,,,,,,,,18902,,,,,17395,64631,17543,,,,,,,,17695,,,31293.0362,,,100378.4891,,,,52826.2774,,,18133.1677,283254.4053,98925.8129,,,,,,,,,,,
Uracil,571206.7028,195773.5074,323554.1957,395918.8959,1545757.847,329427.4042,608273.4374,386557.3165,188155,623589.6475,1770529.428,274165.4539,258632.6822,350222.1486,460309.277,76974.381,1169271.113,789271.4638,271921.423,524783.4429,1801748.768,810799.8215,1325211.111,914549.8139,836383.9761,1053912.403,1809765.024,3143008.117,5939746.926,2095852.536,8357925.324,5776658.203,4708201.755,6413286.043,6313388.529,3035097.652,7488742.454,4604926.651,10392825.79,2214985.542,2758689.044,4462211.49,,,,,,,,,,
Urate,308449.5729,328839.6077,310558.1357,545580.4284,304097.534,217290.7117,316938.4629,337012.7947,478992.0896,326728.7892,519647.6589,430941.3316,453992.492,308380.5635,436613.4758,568512.4062,260077.4742,482683.4336,448956.8173,406760.8587,118804,242005.6496,254747.3834,300240.6332,238915.9241,319816.3989,353615.1419,464901.0647,796722.5316,322810.3148,1804931.642,845081.536,1160999.223,969511.2701,867892.2914,968864.1453,1350119.71,561200.7479,1491034.506,446216.5581,578986.6032,538541.0645,2018157.011,1880800.21,1853626.85,2010501.993,1971280.452,1987565.694,1887242.775,1880215.442,1891266.172,1988679.473
Urea,8478693.6,5675368.001,7640235.926,13110167.21,8742795.476,3886561.278,9178906.755,8088872.819,7312930.508,9852972.358,9659442.116,5490044.037,5495030.506,9166360.572,6557120.289,14632138.48,7475121.61,10980110.33,4699161.021,8902067.487,9072204.336,6116017.042,5954519.563,6626530.824,4222021.293,12342022.89,11684458.72,5878380.875,11857794.34,27547655.76,28686574.45,16816471.11,47478468.48,55906210.59,31003532.26,12389659.97,29585196.26,34543122.01,38671057.58,22401753.53,23130313.35,8082019.023,22007298.21,45519670.08,72785866.25,101591711.1,38525413.02,32920665.3,36861673.16,30664604.15,30766224.45,32417637.06
Uridine,5545423.665,2684349.348,4193542.23,3555355.172,3969118.67,3775405.633,4596283.427,3426089.85,4054945.873,3865751.888,5014048.687,2782376.812,5650465.487,5735186.154,4829787.845,4595190.112,7936178.4,7857225.092,1726714.496,5563881.877,6851280.351,6927508.553,7252785.694,5415794.974,5629444.109,6367609.646,10389525.83,9923157.009,2968240.793,5489178.467,1978027.113,5484450.652,4651821.845,5347108.454,2181836.38,2220422.18,2504536.026,4581696.473,3166449.895,5868441.109,4476591.634,3863977.046,178654.6917,159215.5473,161134.8577,170276.2062,152938.8942,156923.0953,161823.758,163573.8151,161708.3419,162251.3644
Valine,17784008.78,6406050.532,7996406.94,10936265.58,14816001.89,5873906.294,16122452.42,11047642.41,7911921.838,13034590.77,17990904.35,7911062.841,13777141.42,16781342.66,10271960.55,9473914.513,19684477.3,18872168.88,6839680.41,17085178.48,14494399.47,14852931.25,13657209.27,14216951.03,13091909.8,14890578.23,14764474.27,22271185.31,16301562.05,14721919.9,19466208.92,29801631.33,31500597.05,30583430.73,28118756.57,22346136.76,27054278.16,25056661.36,25672021.81,23377832.08,24113226.37,16227480.35,2883493.523,4667580.319,8145432.974,8473902.2,6544778.928,4653158.675,3790097.474,4529682.957,5215375.625,4104853.482
Xanthine,478011.2206,116587.6206,640216.6063,626641.6451,1033325.314,91011.0761,575179.1283,251729.648,114200.7908,326204.5412,650937.5609,399887.4503,394605.8101,202632.3817,242607.544,223343.8544,331477.1299,686658.5359,356155.9562,167780.963,2522882.121,1890228.687,118296.1514,1551483.828,285790.2792,1342009.087,2288434.123,708276.1271,3988446.841,4049507.176,8067830.34,1167449.815,2589929.46,5671696.032,1950018.608,6370947.004,5698062.363,2861085.992,6840437.437,3882777.893,4084967.075,8103807.924,,,,,49600.6342,,,,,
Xanthosine,,,,,,,,,,,,,,,,,185724,,,,711462.418,,342665,318132,,,,144382,236935,240346,424900,307873.8018,144939,221807.3134,453310.1787,300289.804,115382.8584,151527,509682.0646,133741,52872,419454,,,,,,,,,,
Xylitol,1183857.891,377592.7643,519140.3053,670925.6861,665254.5629,521181.5068,624289.8782,538677.0654,527132.2531,600653.9972,912269.357,68020,1191163.655,598122,861910.5705,173701,1404995.485,981932.5938,456208.6415,1324399.686,956823.4606,629043.8264,627394.529,414456,766716.29,838588.098,3019045.913,475915,679440.7728,917605.5695,602480.9493,1690174.499,2363455.297,4296455.041,313216.0301,343962.8704,284973,876072,1174723.225,1509915.878,3444092.679,1006843.891,81473,207194,261333,320644,230633,196582,200875,235267,206889,187998
