"","MCCR-00039-01","MCCR-00040-01","MCCR-00041-01","MCCR-00042-01","MCCR-00043-01","MCCR-00044-01","MCCR-00045-01","MCCR-00046-01","MCCR-00047-01","MCCR-00048-01","MCCR-00049-01","MCCR-00050-01","MCCR-00051-01","MCCR-00052-01","MCCR-00053-01","MCCR-00054-01","MCCR-00055-01","MCCR-00056-01","MCCR-00057-01","MCCR-00058-01","MCCR-00059-01","MCCR-00060-01","MCCR-00061-01","MCCR-00062-01","MCCR-00063-01","MCCR-00064-01","MCCR-00065-01","MCCR-00066-01","MCCR-00067-01","MCCR-00068-01","MCCR-00069-01","MCCR-00070-01","MCCR-00071-01","MCCR-00072-01","MCCR-00073-01","MCCR-00074-01","MCCR-00075-01","MCCR-00076-01","MCCR-00078-01","MCCR-00079-01","MCCR-00080-01","MCCR-00081-01","MCCR-00082-01","MCCR-00083-01","MCCR-00084-01","MCCR-00085-01","MCCR-00086-01","MCCR-00087-01","MCCR-00088-01","MCCR-00089-01","MCCR-00090-01","MCCR-00091-01","MCCR-00092-01","MCCR-00093-01","MCCR-00094-01","MCCR-00095-01","MCCR-00096-01","MCCR-00097-01","MCCR-00098-01","MCCR-00099-01","MCCR-00100-01","MCCR-00101-01","MCCR-00102-01","MCCR-00103-01","MCCR-00104-01","MCCR-00105-01","MCCR-00106-01","MCCR-00107-01"
"","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor"
"palmitoyl ethanolamide","6.450553","0.344463","3.731315","1.946752","4.060380","0.854051","4.185487","1.805485","0.625035","1.318237","2.151342","3.416712","0.482079","1.259004","0.960276","1.092243","2.354904","1.816830","0.192766","1.119705","11.403621","0.883980","1.242383","0.619301","1.085669","0.192766","0.192766","0.374192","2.433963","1.393717","0.711084","0.842943","0.583467","2.585637","0.893372","2.513453","0.500839","0.763091","2.188122","1.223807","0.646679","2.212255","0.861775","0.841006","0.665484","1.049963","0.298067","0.398947","0.782232","1.369958","0.365687","0.373922","4.086597","0.402419","0.847834","1.103070","0.192766","0.932163","0.578104","8.149252","0.950037","3.964502","10.591049","1.054879","0.978635","0.914331","0.742478","1.000000"
"palmitoyl sphingomyelin","1.367865","1.000000","1.031199","0.997865","1.060641","0.636621","1.000000","1.565722","1.092581","1.010771","0.642975","0.835261","1.224467","0.977989","1.000000","0.579217","1.312397","1.149272","0.596033","0.477974","0.948984","1.254852","1.956609","0.905589","2.540780","0.581941","0.485916","0.429184","0.393372","0.943852","0.699311","1.428724","1.111261","1.661359","0.763183","1.483847","0.612648","0.757783","1.286108","1.397699","0.513261","1.763744","0.833547","1.171576","2.176010","1.060887","1.990177","1.052791","1.393564","0.762038","0.837629","0.789657","1.412513","0.783154","0.925288","1.011949","0.965029","1.849196","0.737016","2.396987","1.458607","0.953589","0.288457","0.789726","0.923412","0.498666","1.045183","2.961032"
"palmitoylcarnitine (c16)","0.393506","7.453728","1.860795","0.914657","1.000000","0.044699","16.487303","1.073480","3.410063","0.299722","0.816233","0.279180","1.353769","11.072053","0.149555","0.719088","0.315192","4.695364","0.405231","0.853093","0.962650","0.214403","3.854806","0.129115","0.467058","0.044699","0.420025","0.044699","0.338711","0.859609","1.193649","4.245604","0.044699","1.167624","0.101326","1.000000","2.583161","0.044699","4.311904","5.804032","0.721821","1.953255","7.724072","10.064486","0.167212","0.631380","1.858811","1.829771","1.528723","0.685742","1.062139","0.044699","10.748353","0.937861","1.293432","3.343105","1.997185","0.059892","2.031283","2.076423","0.044699","0.587312","0.234963","0.406822","2.678213","0.912165","0.044699","4.369049"
"pantothenate (vitamin b5)","2.345048","0.878585","2.468535","3.827927","0.427099","0.452580","5.638855","0.521613","1.715398","1.339843","1.283878","0.824404","0.490385","0.997584","0.777177","1.000000","1.904983","0.650792","0.722936","1.738485","0.921952","2.149599","2.722384","2.300371","0.502911","1.313257","0.337863","0.722705","1.635380","0.543679","1.404404","1.619276","1.289298","1.105979","0.893233","0.092524","1.898775","1.186469","1.754522","0.999889","0.484188","0.848020","1.224832","0.705964","0.892173","1.376067","1.354122","1.027002","0.980445","1.670212","0.511813","0.344397","1.175334","0.957411","0.944405","0.810050","0.538595","0.886883","1.748052","0.472104","1.000000","1.078048","0.092524","0.943356","1.324895","1.493796","1.045217","0.693187"
"p-cresol sulfate","0.213445","1.000000","0.213445","0.213445","0.285384","0.213445","0.322680","0.213445","0.213445","0.213445","0.213445","0.213445","0.213445","0.213445","0.909293","0.213445","0.362723","0.213445","1.357505","0.213445","0.213445","0.744609","0.576770","0.249797","3.920594","0.352600","1.660000","3.080847","0.213445","0.213445","0.911740","1.068420","0.875974","0.570197","3.020961","2.439370","3.679969","1.870637","1.276241","3.301504","1.000000","1.309314","1.541034","1.925365","2.376470","3.748148","0.799603","0.633673","0.747369","2.508918","2.032830","0.213445","0.934556","1.000000","0.924110","0.871736","0.615007","0.446964","2.336648","1.632426","1.317058","0.213445","0.415709","0.628221","0.755151","0.547067","2.357529","2.311471"
"pelargonate (9:0)","0.920176","0.972651","1.203832","0.898866","0.985930","1.259297","1.198668","0.793671","0.731766","0.849416","0.982161","0.743976","0.706465","0.688720","0.998965","0.824844","1.040567","1.049649","0.889493","0.837334","1.189139","1.066471","1.214283","1.165133","1.149138","0.910623","0.929964","0.770678","1.298108","0.710403","0.799237","0.920862","0.928749","1.000000","1.104930","1.394958","0.816792","0.922178","1.079413","1.039096","1.062487","1.092038","1.246549","1.068129","1.073250","1.015980","1.002979","0.872070","1.057084","0.852668","1.331749","1.148701","0.955232","1.063548","1.000000","0.971734","2.006785","1.175726","0.853568","1.155642","1.129746","1.000000","2.522796","0.863207","0.867942","0.955976","0.996582","1.088814"
"pentadecanoate (15:0)","1.000000","1.191431","1.010362","0.888443","1.082561","1.060192","1.150754","0.726014","0.987809","0.884382","1.000000","0.858618","0.923945","0.993583","1.106361","0.870358","1.088200","1.000000","0.948245","0.962832","1.230597","0.967053","1.425786","0.875612","1.451817","1.026545","0.830793","0.933934","1.208675","1.036562","0.895237","0.951009","0.931837","1.228624","0.754584","1.051065","1.090710","0.851846","1.160828","1.141825","1.149348","1.103829","0.970530","1.066275","1.215923","0.724703","1.025768","1.815382","1.071126","0.939629","1.171093","0.728505","0.952638","0.708674","0.921805","0.956290","0.984565","1.667521","0.982379","0.841167","1.017253","1.086468","1.463060","0.738846","0.794397","1.124239","1.089487","1.025745"
"pentaethylene glycol","0.759288","0.606128","0.606128","0.670611","0.606128","1.235192","0.606128","1.238458","1.160625","0.606128","0.606128","0.700340","1.026839","0.606128","0.606128","1.852419","0.606128","0.768853","4.348444","1.904561","0.606128","0.701129","0.606128","0.606128","0.606128","0.606128","1.288732","0.606128","0.606128","0.606128","1.491382","0.606128","2.780329","1.076474","0.606128","0.859048","0.606128","1.088098","0.843734","0.606128","0.671649","0.761056","1.322410","0.606128","0.606128","0.606128","0.606128","0.742822","0.874336","0.606128","0.886811","0.606128","0.606128","1.000000","0.667314","0.606128","5.854205","0.606128","1.140952","2.043631","0.606128","0.606128","0.964285","0.911902","0.606128","1.169086","0.606128","0.606128"
"phenol sulfate","0.559522","0.643266","1.319076","1.790661","1.051668","2.689106","1.119694","0.745516","1.000000","0.932111","0.650986","0.309943","0.309943","0.309943","0.922484","1.730336","1.728981","0.505937","0.536078","1.456966","0.309943","0.424903","0.309943","1.008868","0.450139","0.309943","1.160626","1.441338","0.309943","0.613611","2.222687","2.402547","0.309943","1.100060","0.803567","0.821579","0.309943","0.309943","0.309943","0.309943","0.309943","0.625730","0.309943","0.309943","0.916121","0.847318","0.470730","1.067889","0.907262","1.192675","0.509680","0.309943","2.898758","0.309943","1.780865","0.666080","0.309943","1.485718","5.430798","0.309943","4.069175","0.635774","1.699964","0.948332","0.753764","1.499325","0.309943","0.309943"
"phenylacetylglutamine","0.541971","0.728554","0.541971","0.541971","0.541971","0.541971","1.231377","0.541971","0.541971","0.541971","0.541971","0.541971","0.541971","0.541971","0.541971","0.541971","0.541971","0.597627","1.030973","0.541971","0.541971","0.541971","0.934207","0.541971","1.447134","0.719606","1.000000","1.859257","0.541971","0.541971","0.803982","0.541971","0.658833","0.541971","1.215099","1.238862","0.928285","1.000000","0.969027","1.595808","0.553665","0.736737","0.831288","1.443341","0.541971","0.982977","0.796157","0.541971","0.541971","1.184231","0.795877","4.149859","1.073828","0.541971","0.896651","0.541971","0.541971","1.755992","2.540829","1.464028","1.290115","0.541971","2.345457","0.541971","0.812762","0.541971","1.435251","1.307775"
"phenylalanine","1.419296","1.866367","1.061259","0.746715","0.564314","0.594583","0.691896","0.746311","0.755091","0.712238","0.643966","0.598259","1.308381","1.307680","0.602742","1.254939","0.707962","0.531191","1.295265","0.741931","0.694441","1.633894","1.099546","0.784675","1.102866","1.399095","1.188375","0.993685","0.829775","1.000000","0.940036","2.095647","0.566789","0.747858","1.647278","1.026630","1.520078","0.665555","1.207198","1.591224","0.812568","2.003599","0.694014","1.388772","1.416707","1.000000","1.822713","0.799348","1.530462","0.827520","0.773829","0.542986","1.424160","0.972457","0.681082","1.959288","0.420470","1.902364","1.239678","1.707973","1.417710","0.495959","0.880401","1.668775","1.310349","1.000000","0.817217","1.630119"
"phosphate","1.152269","1.000000","1.053813","1.156252","0.945251","0.887593","1.689056","0.986137","1.076613","1.309338","0.845637","1.295321","1.255907","1.033790","1.037825","1.141164","1.173968","0.877842","0.742928","0.969935","1.258442","1.005825","1.582269","1.020591","0.572235","0.841807","0.728774","0.995028","1.335539","0.795601","1.344442","1.206479","0.798149","1.190126","1.105139","0.803184","1.316076","0.845385","0.981465","1.362417","0.915009","0.987740","0.912571","1.017340","1.000000","0.983847","0.895835","0.602305","1.234906","1.071766","0.833666","0.454700","0.784884","0.719438","0.925097","1.083678","0.652955","1.258077","1.086244","1.116433","1.178245","1.000000","0.404154","0.747756","0.909831","0.790667","1.016585","0.895243"
"phosphoenolpyruvate (pep)","0.321830","0.837430","0.376661","0.730316","0.233141","0.965848","0.284089","0.233141","0.233141","0.233141","0.233141","0.233141","0.233141","0.233141","0.527750","1.421356","0.960867","0.300356","0.491923","0.233141","0.489237","0.233141","9.664232","0.730251","2.625400","0.897855","9.806274","0.626943","0.233141","0.233141","0.919081","0.233141","0.705645","1.263819","0.893650","1.006604","1.039333","0.307298","1.578416","5.490082","1.510890","1.997943","1.656641","2.890875","19.723372","2.783420","3.643707","4.092076","10.568457","0.768479","9.622773","5.541128","1.021749","0.834970","0.233141","1.150972","0.960667","22.623035","1.000000","0.233141","0.685533","1.200502","0.233141","0.844222","1.032830","0.882324","1.000000","6.170035"
"phosphoethanolamine (pe)","0.408756","1.103528","1.678773","0.585392","0.349420","0.829085","1.177795","0.297457","0.707578","0.804971","1.018905","0.704741","0.683814","0.358148","0.666637","2.968166","0.702913","0.652203","0.927748","0.474341","0.745974","0.867815","2.257592","0.486507","0.859035","0.491210","1.876461","1.542271","0.966975","0.484490","1.000000","1.755902","0.563149","0.796831","2.201880","2.143272","2.364518","0.787583","1.136569","1.443105","1.280706","1.936504","0.711840","1.354783","2.551894","0.628250","3.688477","0.938463","1.459729","0.561047","1.488725","0.723672","1.149926","0.850820","2.178473","1.996129","1.784862","2.332745","1.549651","1.350610","1.000000","1.000000","0.088698","1.190877","0.865430","1.236819","1.402256","2.138025"
"pipecolate","0.254303","14.374180","2.735935","0.429599","0.208567","1.372188","0.988190","0.692538","0.742983","0.257346","2.876380","0.245920","1.359046","3.225124","0.699757","9.202851","1.000000","0.238512","2.454798","0.576052","0.709190","6.410537","3.041082","2.729545","0.371711","1.032910","1.409748","1.432559","0.704268","1.493727","1.761555","0.907442","0.450393","1.099782","0.619869","0.854641","2.461844","2.388824","4.435280","2.883865","17.560690","0.440615","2.363499","1.711799","0.434138","0.739186","16.404238","0.424502","0.760744","0.598338","1.386789","0.406131","0.790302","1.000000","1.861372","1.000000","0.560390","1.157401","0.964706","0.428606","1.189012","0.492355","0.466376","0.700878","1.023077","1.764124","0.576101","1.105361"
"prolylhydroxyproline","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.835303","1.071292","0.977066","0.672325","0.804717","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.928709","0.672325","0.672325","0.672325","1.138551","0.672325","3.437848","0.672325","0.672325","1.000000","0.672325","0.672325","0.947995","1.233638","0.672325","2.504826","0.861449","0.672325","0.672325","0.672325","1.710389","0.672325","5.346147","0.672325","1.114315","0.672325","0.672325","0.672325","0.672325","0.672325","0.672325","0.717213","0.672325"
"proline","0.754387","1.960550","1.169043","0.449610","0.268603","0.643305","0.297174","0.762340","0.953720","0.312759","0.396852","0.408427","0.639347","1.000000","0.524139","0.849820","0.419385","0.379111","1.702512","0.335229","0.395956","1.092463","4.789533","1.937449","1.743973","0.910510","1.903492","0.947628","0.378940","0.330538","0.589851","1.962671","0.419399","0.472579","1.659219","1.439213","2.895835","1.004925","1.449417","1.752802","1.179453","2.106770","0.885062","1.588517","1.527050","0.963358","2.275168","1.279146","1.761548","0.505673","1.072146","0.756394","1.215641","1.444927","1.016472","2.057377","0.445191","2.890129","1.000000","1.210310","1.315707","0.410270","0.876659","1.075108","0.649774","1.000000","0.955230","1.985361"
"propionylcarnitine (c3)","0.200573","0.878681","0.761309","0.464291","0.106755","1.331172","0.529613","0.339724","0.338869","0.221217","0.195585","0.304738","0.386845","0.475282","0.254867","0.425285","0.238800","0.418144","0.432780","0.300944","0.350897","0.509015","9.052386","0.325276","1.000000","0.274869","0.400847","1.264025","0.219188","0.333102","2.990911","1.044928","3.127177","0.445500","0.595048","1.000000","1.195527","1.000000","3.531889","2.282971","2.073455","1.027907","1.142390","3.101492","1.452245","1.228096","3.260292","0.547361","4.017620","0.854222","1.095405","0.618333","1.102386","1.123163","1.687665","1.457046","1.117256","2.405002","1.382540","2.053813","4.066381","1.443201","0.537250","2.166524","1.419582","2.206071","1.054431","0.761842"
"pseudouridine","1.750147","1.164020","0.805784","1.404755","0.938063","1.047420","1.381361","0.527675","1.525763","1.043835","1.000000","1.602155","0.877964","1.250026","1.523159","1.293190","1.201299","0.527675","0.829230","0.984201","1.307704","1.432313","1.286395","1.251180","1.279694","1.238783","0.527675","1.609331","0.841943","1.285778","0.813650","0.789743","0.758054","1.591264","0.527675","0.753089","0.857721","0.527675","1.102975","1.128596","0.527675","1.000000","0.670976","0.868402","0.876354","0.527675","0.923823","0.618262","0.527675","1.533725","0.908366","0.917467","0.616704","0.917081","0.527675","0.737233","0.667172","1.223729","0.837507","0.768320","0.644480","1.000000","1.464464","0.527675","0.527675","0.527675","0.527675","1.231988"
"putrescine","0.792599","1.034735","1.000000","1.885540","0.523311","0.237567","0.346583","0.929398","1.767864","1.714128","1.000000","0.307046","1.175005","0.827505","0.769632","1.109032","0.519811","0.182987","1.000000","1.370571","0.076723","2.220144","1.793291","1.399095","0.077583","1.777861","0.328904","1.948042","0.924738","1.147438","0.863632","0.469092","0.193092","1.831309","1.063036","0.751538","2.631797","0.892925","2.164210","1.949502","1.646582","0.421853","2.184606","1.366450","2.396523","0.531477","4.722836","0.378397","1.151866","2.803095","1.003719","0.055535","0.362818","0.524629","1.397400","2.326485","0.721880","0.741417","0.590579","0.328113","1.134388","0.847395","0.060364","1.194818","1.105402","0.808296","0.971830","1.060165"
"pyroglutamine*","1.702431","0.811489","1.110973","1.209524","0.962187","0.361803","3.696390","2.305408","1.215429","1.422736","0.579868","1.000000","1.266726","1.482125","0.415470","0.734324","1.451131","0.334941","0.408805","2.547761","1.188312","0.919363","1.000000","1.233914","0.247469","0.623940","0.128837","0.749224","2.145108","1.061936","2.860023","1.140987","1.839112","1.920730","4.626484","1.284847","4.060314","0.213929","0.583886","1.037332","0.295197","0.666780","0.373786","1.767035","1.000000","3.587362","3.386833","0.569774","0.859449","0.622491","0.432957","0.084459","0.541495","1.141671","0.404929","0.908253","1.701725","3.061327","1.441420","0.912229","0.556387","0.617448","0.274971","1.407428","0.719309","1.214010","0.273543","0.241246"
"pyrophosphate (ppi)","0.102546","0.118232","1.000000","0.102546","0.102546","3.844817","1.000000","0.102546","0.102546","0.102546","1.448928","0.537747","0.441848","0.102546","1.740546","0.102546","0.382615","0.102546","0.102546","0.102546","2.221698","1.154715","0.102546","0.427548","0.102546","1.000000","0.828237","0.709876","0.807011","0.102546","0.606978","0.849154","0.375208","0.102546","1.964368","6.489363","0.102546","0.102546","0.102546","0.847556","0.102546","2.275712","0.102546","0.102546","1.965531","0.102546","0.102546","0.102546","1.167753","0.102546","0.102546","1.112580","0.969434","0.102546","0.102546","3.476250","0.102546","1.194659","1.398491","1.278979","0.995254","0.652314","0.102546","0.102546","0.102546","0.102546","1.676223","0.102546"
"pyruvate","1.728666","0.623909","0.622611","0.979028","0.660459","0.964898","0.915449","0.241921","1.369965","1.481729","0.335241","1.408424","1.625305","0.241921","0.901040","0.633987","1.367711","0.487285","0.241921","0.698374","0.793298","0.517480","2.111204","0.988877","1.020972","1.000000","1.204407","1.830112","1.005448","1.268312","0.971080","0.836759","0.241921","1.257797","0.547794","1.181341","1.034342","0.284406","0.603773","2.343064","0.241921","0.696357","0.648958","1.161250","4.086544","1.112047","1.054562","1.515476","1.182173","1.292549","1.236311","0.907928","0.648230","0.868415","0.664400","0.684151","0.271269","3.022000","0.995996","1.099662","1.114056","1.144928","0.794807","1.647554","0.619637","0.941594","1.350321","1.004004"
"ranitidine","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","1.733461","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.266539","0.970179","0.266539","0.266539","0.266539","0.266539","0.266539","1.029821","0.266539","0.266539","0.266539","0.939290","0.266539","0.266539","0.266539"
"ribitol","1.198234","1.719755","1.265367","1.374449","0.478837","0.513676","0.897298","1.878130","2.825765","1.103068","0.989020","2.124340","2.709598","3.608796","1.019079","0.962508","1.223146","0.712670","0.679073","0.221160","0.998980","1.037492","2.347868","0.221160","0.221160","1.277611","0.638860","2.755584","0.982822","2.340426","1.206136","1.633687","0.764509","1.199233","0.420530","0.293229","2.485659","0.753220","0.898192","0.755854","1.001020","1.180403","0.375343","1.201702","1.175177","0.240116","3.601212","0.481423","1.023970","3.541891","0.221160","0.285463","0.766954","0.790212","0.986238","0.951933","0.284730","1.587014","0.771271","0.578876","1.700904","0.881182","0.222046","0.939112","1.108091","0.357997","1.010980","0.771824"
"ribose","2.183758","1.511821","0.807152","1.000000","0.690401","0.772829","0.676726","3.182439","2.553253","1.841662","0.583508","0.814491","2.739520","1.201981","0.638973","1.384777","0.970310","1.288154","0.786889","0.630707","0.563312","0.787388","2.588768","0.839021","0.532940","1.245311","0.545283","1.468967","0.573011","1.836199","0.923210","1.641211","0.938491","1.175245","0.826328","0.211316","4.263203","0.912752","1.579100","1.015342","1.000000","3.421439","0.233862","2.414323","1.551904","1.321894","8.739222","1.159579","1.000000","2.731134","0.233662","0.107505","0.585864","0.604561","0.848954","1.309976","0.562940","0.931093","0.799656","0.394850","3.420814","1.185874","0.037011","3.478627","2.923814","0.680166","1.225872","1.797529"
"ribose 5-phosphate","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","1.032981","0.097959","0.097959","0.097959","0.097959","0.097959","0.097959","0.702823","0.097959","0.097959","0.097959","0.097959","1.837615","0.097959","0.097959","1.239464","0.097959","1.119313","0.967019","0.097959","0.097959","1.215564","0.985464","0.097959","1.630411","1.000000","1.889940","1.934767","1.691700","0.629212","1.060428","0.097959","1.679666","0.894439","0.996712","0.931654","0.097959","0.654108","0.574756","0.097959","5.191504","0.403682","0.651029","0.889357","0.181558","2.351343","0.769688","0.566063","1.002862","1.000000","0.097959","0.314599","0.097959","0.596511","1.413767","1.940692","2.294016","0.097959"
"ribulose","1.943354","1.078826","1.005760","1.233512","0.699634","0.982175","0.461900","0.600899","1.602027","1.779805","0.231132","0.231132","3.403490","1.025782","0.446297","1.000000","0.851030","0.662313","0.338369","0.657362","0.659096","0.589404","1.583491","0.356428","0.400113","0.755868","0.611755","0.417007","1.406988","3.706773","0.553092","1.505909","0.477881","1.410475","0.762728","0.231132","2.462584","0.685462","1.692358","0.813581","0.809344","1.668037","0.231132","2.000768","0.231132","0.749443","5.784782","0.231132","1.244596","1.855491","0.231132","0.231132","0.231132","0.298412","1.210707","0.871370","0.559971","0.231132","1.435953","0.231132","2.080698","0.994240","0.231132","1.873587","1.837656","1.073027","1.000000","1.282160"
"s-adenosylhomocysteine (sah)","1.087672","0.570942","0.620937","0.943659","0.519019","0.495519","0.618237","1.380146","0.580538","1.297237","0.464784","1.360785","0.601886","0.617721","0.512324","1.066409","0.443524","0.700077","1.013785","0.823615","1.022328","0.458169","5.005378","0.548005","0.345752","0.268510","0.536169","2.189324","0.552633","1.123893","1.350248","1.195065","0.339408","0.524461","0.799548","1.000000","1.329711","1.008548","0.912374","1.390831","0.750904","1.309711","1.087877","1.671782","0.710788","0.717279","4.263469","0.442336","1.497738","1.809276","0.608598","0.447266","1.234582","1.217753","1.282689","1.822796","1.232077","1.625140","1.656150","1.271923","1.300422","0.932928","0.268510","2.029721","1.112960","0.986215","1.000000","0.604855"
"salicylate","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","1.281202","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798","0.718798"
"sarcosine (n-methylglycine)","1.000000","1.440283","0.765809","0.913391","0.849699","0.677314","1.412599","1.125021","0.659131","1.484800","0.633716","0.939950","1.220092","0.725937","0.870138","0.846843","0.997393","0.708925","2.705167","1.000000","0.696287","1.108939","5.279986","0.929303","0.373095","0.615577","0.187233","1.072405","0.980566","1.002355","2.474765","0.879813","1.577340","1.020668","1.090752","1.466590","2.128310","2.861051","1.474655","1.353312","1.347744","0.535697","1.572260","2.203380","0.192133","1.289686","2.712800","0.464417","0.919405","1.175463","4.559518","0.268008","1.892784","0.654078","1.379371","1.159644","0.402948","1.335165","1.125130","0.910711","0.834093","0.998905","0.280524","0.598366","1.000000","0.855988","1.125108","0.747983"
"scyllo-inositol","2.892391","0.857895","1.167875","2.694712","1.329760","1.000000","0.673896","1.309273","3.043839","2.029035","1.011945","3.482680","1.716595","1.508142","1.204692","2.862210","0.890229","0.429077","0.169560","1.000000","0.926314","0.447629","0.455599","1.563416","0.101769","1.541237","0.953712","5.149775","1.670932","3.028648","3.189888","1.343532","0.086136","1.880261","0.178640","0.106028","0.654802","0.215893","1.000000","0.628909","0.216238","1.997792","0.443610","0.123689","0.244836","0.767560","1.925174","0.324634","1.179344","1.600556","1.473511","0.060644","0.557801","0.077103","1.902172","0.313420","1.195050","0.937493","0.954060","0.354140","1.366889","3.107064","0.006411","0.272656","1.160918","0.499318","1.983512","0.478948"
"sedoheptulose-7-phosphate","1.720916","1.189230","1.182659","0.725241","0.854127","0.860524","1.122891","1.515380","1.338467","1.668683","1.111366","1.000000","2.381726","1.602693","1.861040","1.210269","1.004333","0.946911","1.012853","2.068897","0.847936","1.075011","0.969725","0.771602","0.434142","1.053860","0.434038","1.278891","0.916465","5.082124","0.645446","1.051884","0.982688","0.987147","0.968283","0.626705","1.271106","0.825680","1.821135","0.829488","0.449676","0.348065","0.868397","0.596020","0.952257","0.823026","5.860919","0.494440","0.348065","2.858771","2.443748","0.662911","0.810367","0.653715","0.717214","1.905121","0.585559","1.194165","1.067332","0.826435","3.131898","1.496864","0.348065","1.022416","1.055704","0.758296","0.995666","0.352148"
"serine","0.959787","1.513181","0.888042","0.708600","0.640589","0.889625","0.702229","0.744339","0.859454","0.872082","0.677319","0.799788","1.014682","0.972699","1.029374","1.077085","0.886826","0.440948","1.242625","0.590174","0.582871","1.320402","1.030645","1.296700","0.698682","1.037777","0.994881","1.508436","0.852069","1.150047","1.186639","1.735213","0.870439","0.818944","1.257713","0.669110","2.963706","0.807509","1.540083","1.642409","2.330141","1.778925","0.587970","1.408644","1.772056","1.426259","3.057823","0.532998","2.344265","0.998115","0.758161","0.263956","1.077170","1.000000","0.640467","1.866417","0.521146","1.216576","1.000000","1.338370","1.536637","0.896630","0.339479","1.111922","1.492988","0.725520","1.000000","1.820546"
"serylleucine","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000"
"s-methylcysteine","0.914566","2.093315","1.012730","1.326621","0.979905","0.797056","0.860330","3.213614","1.860217","2.074700","1.248230","1.225507","3.641872","0.888602","1.190087","1.440553","0.937670","0.520395","1.000000","0.925422","1.000000","2.551300","1.908443","1.570464","0.661315","1.549905","0.688228","0.800827","0.562916","1.036603","1.387689","1.000000","0.371231","1.104023","1.241334","0.689622","1.671061","0.802474","1.214565","1.564303","1.376291","0.977862","0.733455","1.055801","1.079243","1.368318","1.706624","0.575227","1.786953","0.553627","0.663236","0.381752","0.444173","0.683581","0.395941","1.723969","0.780694","1.035792","0.985763","1.179865","1.483463","0.577415","0.297801","0.595680","0.502848","0.653726","0.674909","0.542980"
"sorbitol","1.553304","1.023296","0.752574","2.822084","1.260296","1.535011","0.890707","0.976704","1.666825","2.844491","0.600680","1.000000","1.468383","5.110202","0.994620","2.052207","1.540431","0.602983","2.018519","1.489479","1.234926","1.045854","1.368929","0.156649","0.270056","1.096324","0.156649","8.601501","1.882710","6.648545","2.939915","0.648032","0.921883","1.414348","1.541386","0.345837","2.624781","0.794458","0.704414","0.412875","1.042305","0.724024","0.156649","0.807462","0.156649","0.458280","1.268937","0.760588","0.320068","3.667434","0.664021","0.156649","0.424156","0.954146","0.492202","0.846520","0.833967","2.417317","1.667243","0.617510","6.420679","1.127320","0.228710","0.203140","0.827488","0.547373","0.298437","0.389274"
